COD_URB,ISO_A3,NAM_1,COD_1,NAM_URB,NAM_0
1127,PAK,Balochistan,PAK002,Quetta,Pakistan
1133,BGD,Rangpur,BGD007,Dinajpur,Bangladesh
1135,THA,Phitsanulok,THA045,Phitsanulok,Thailand
1139,KHM,Siemreap,KHM020,Siem Reap,Cambodia
1146,PNG,Eastern Highlands,PNG006,Goroka,Papua New Guinea
1149,MEX,Baja California Sur,MEX003,La Paz,México
1151,SLV,Cuscatlan,SLV004,Cojutepeque,El Salvador
1155,ECU,El Oro,ECU007,Machala,Ecuador
1156,PER,La Libertad,PER013,Trujillo,Peru
1157,CUB,Cienfuegos,CUB004,Cienfuegos,Cuba
1158,COL,Valle del Cauca,COL031,Cali,Colombia
1160,HTI,Nord-Ouest,HTI007,Port-de-Paix,Haiti
1161,DOM,La Vega,DOM014,La Vega,Dominican Republic
1162,CHL,Valparaiso,CHL015,Valparaíso,Chile
1163,BOL,Tarija,BOL009,Tarija,Bolivia
1167,SEN,Ziguinchor,SEN010,Ziguinchor,Senegal
1168,GIN,Mamou,GIN007,Mamou,Guinea
1172,PRT,Braga,PRT004,Braga,Portugal
1177,BFA,Nord,BFA010,Yako,Burkina Faso
1185,NLD,Zuid-holland,NLD012,Dordrecht,Netherlands
1186,DEU,Nordrhein-Westfalen,DEU010,Cologne,Germany
1187,NER,Tahoua,NER005,Tahoua,Niger
1194,CZE,Jihomoravsky,CZE002,Brno,Czechia
1195,AGO,Benguela,AGO002,Benguela,Angola
1197,HUN,Bacs-kiskun,HUN001,Kecskemét,Hungary
1198,TCD,Logone Occidental,TCD011,Moundou,Chad
1201,LBY,Ajdabiya (agedabia),LBY001,Ajdabiya,Libya
1202,UKR,Volyns'ka,UKR022,Lutsk,Ukraine
1203,ROU,Bistriţa-Năsaud,ROU006,Bistrița,Romania
1208,ZMB,Copperbelt,ZMB102,Chingola,Zambia
1209,EGY,Behera,EGY004,Damanhur,Egypt
1210,ZWE,Masvingo,ZWE007,Masvingo,Zimbabwe
1220,KEN,Uasin Gishu,KEN044,Eldoret,Kenya
1224,ERI,Semenawi Keih Bahri,ERI007,Massawa,Eritrea
1233,TKM,Mary,TKM004,Mary,Turkmenistan
1236,TJK,Dushanbe,TJK003,Dushanbe,Tajikistan
1250,KOR,Kang-won-do,KOR007,Chuncheon,South Korea
1252,JPN,Nagasaki,JPN026,Nagasaki,Japan
1255,PNG,Madang,PNG011,Madang,Papua New Guinea
1256,NZL,Bay of Plenty,NZL04,Tauranga,New Zealand
1260,SLV,La Paz,SLV006,Zacatecoluca,El Salvador
1261,HND,Choluteca,HND002,Choluteca,Honduras
1262,CAN,Alberta,CAN001,Calgary,Canada
1263,NIC,Región Autónoma del Caribe Norte,NIC014,Bilwi,Nicaragua
1268,VEN,Zulia,VEN025,Maracaibo,Venezuela
1269,HTI,Ouest,HTI008,Port-au-Prince,Haiti
1270,DOM,Espaillat,DOM009,Moca,Dominican Republic
1276,SLE,Eastern,SLE001,Kenema,Sierra Leone
1277,GIN,Faranah,GIN003,Faranah,Guinea
1278,MAR,Marrakech-Safi,MAR008,Safi,Morocco
1281,MLI,Ségou,MLI007,Ségou,Mali
1283,BFA,Centre-ouest,BFA006,Leo,Burkina Faso
1284,GHA,Ashanti,GHA001,Kumasi,Ghana
1285,FRA,Aquitaine,FRA003,Bordeaux,France
1289,NGA,Ogun,NGA028,Lagos,Nigeria
1290,BEL,Region de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewes,BEL001,Brussels,Belgium
1293,DEU,Nordrhein-Westfalen,DEU010,Wuppertal,Germany
1298,SWE,Vaestmanlands Laen,SWE020,Västerås,Sweden
1301,AGO,Huíla,AGO010,Lubango,Angola
1303,HUN,Csongrad,HUN006,Szeged,Hungary
1304,TCD,Tandjilé,TCD020,Laï,Chad
1308,UKR,Ivano-frankivs'ka,UKR007,Ivano-Frankivsk,Ukraine
1309,ROU,Sibiu,ROU035,Sibiu,Romania
1310,BLR,Vitebsk,BLR007,Vitsebsk,Belarus
1313,SDN,Northern Darfur,SDN008,Kebkabiya,Sudan
1319,UGA,Masindi,UGA074,Masindi,Uganda
1325,MOZ,Tete,MOZ010,Tete,Mozambique
1336,KAZ,Severo-kazachstanskaya,KAZ012,Kokshetau,Kazakhstan
1338,ARE,Ras Al Khaimah,ARE005,Ras Al Khaimah,United Arab Emirates
1339,TKM,Chardzhou,TKM003,Turkmenabat,Turkmenistan
1340,AFG,Badghis,AFG002,Qala i Naw,Afghanistan
1346,LKA,Sabaragamuwa,LKA005,Ratnapura,Sri Lanka
1349,THA,Ranong,THA050,Ranong,Thailand
1351,MYS,Perak,MYS009,Ipoh,Malaysia
1352,VNM,Hoa Binh,VNM030,Hòa Bình,Vietnam
1356,CHN,Taiwan Sheng,TWN001,Nantou City,Taiwan
1360,PNG,National Capital District,PNG015,Port Moresby,Papua New Guinea
1362,MEX,Baja California,MEX002,Mexicali,México
1363,GTM,Sololá,GTM019,Sololá - Tz'olöj Ya',Guatemala
1364,SLV,Usulutan,SLV014,Usulután,El Salvador
1365,HND,Francisco Morazan,HND007,Tegucigalpa,Honduras
1368,PER,Cajamarca,PER006,Cajamarca,Peru
1369,COL,Chocó,COL014,Quibdó,Colombia
1370,CUB,Villa Clara,CUB015,Santa Clara,Cuba
1372,HTI,Artibonite,HTI001,Gonaïves,Haiti
1373,DOM,Monsenor Nouel,DOM016,Bonao,Dominican Republic
1375,BOL,Santa Cruz,BOL008,Santa Cruz de la Sierra,Bolivia
1377,BRA,Amazonas,BRA004,Manaus,Brazil
1378,SEN,Diourbel,SEN011,Diourbel,Senegal
1386,BFA,Centre-ouest,BFA006,Sapouy,Burkina Faso
1396,DEU,Nordrhein-Westfalen,DEU010,Bonn,Germany
1397,CHE,Aargau,CHE001,Aarau,Switzerland
1399,TUN,Ariana,TUN024,Tunis,Tunisia
1400,CMR,Nord - Ouest,CMR007,Bamenda,Cameroon
1402,POL,Wielkopolskie,POL015,Poznan,Poland
1404,CZE,Severomoravsky,CZE005,Ostrava,Czechia
1406,HUN,Borsod-abauj-zemplen,HUN004,Miskolc,Hungary
1409,ROU,Dolj,ROU018,Craiova,Romania
1410,UKR,Ternopil's'ka,UKR020,Ternopil,Ukraine
1414,RUS,Smolenskaya Oblast,RUS070,Smolensk,Russia
1415,TUR,Tekirdag,TUR072,Çerkezköy,Turkey
1416,SDN,Southern Darfur,SDN012,Kas,Sudan
1419,ZWE,Harare,ZWE002,Harare,Zimbabwe
1421,UGA,Masaka,UGA073,Masaka,Uganda
1424,SYR,Rif Dimashq,SYR013,Qudsayya,Syria
1425,JOR,Tafiela,JOR011,At Tafila,Jordan
1432,IRN,East Azarbayejan,IRN004,Tabriz,Iran
1444,CHN,Xinjiang Uygur Zizhiqu,CHN028,Aksu,China
1446,LKA,Central,LKA001,Kandy,Sri Lanka
1459,AUS,Victoria,AUS010,Point Cook,Australia
1460,PNG,Morobe,PNG014,Lae,Papua New Guinea
1461,USA,California,USA005,San Francisco,United States
1464,SLV,San Miguel,SLV009,San Miguel,El Salvador
1467,ECU,Esmeraldas,ECU008,Barrio Codesa,Ecuador
1470,CUB,Sancti Spíritus,CUB013,Sancti Spiritus,Cuba
1473,DOM,San Cristobal,DOM024,San Cristóbal,Dominican Republic
1476,ARG,Tucuman,ARG024,San Miguel de Tucumán,Argentina
1478,SEN,Louga,SEN013,Louga,Senegal
1482,CIV,Sassandra-Marahoué,CIV032,Daloa,Côte d'Ivoire
1487,BFA,Centre,BFA003,Ouagadougou,Burkina Faso
1489,DZA,Adrar,DZA001,Adrar,Algeria
1498,ITA,Lombardia,ITA009,Milan,Italy
1499,TUN,Kairouan,TUN008,Kairouan,Tunisia
1501,SWE,Uppsala Laen,SWE016,Uppsala,Sweden
1507,HUN,Szabolcs-szatmar-bereg,HUN016,Nyíregyháza,Hungary
1509,ROU,Mureş,ROU029,Târgu Mureș,Romania
1511,UKR,Rivnens'ka,UKR018,Rivne,Ukraine
1512,LBY,Darnah,LBY012,Darnah,Libya
1513,BLR,Mogilev,BLR006,Mahilioŭ,Belarus
1515,TUR,Manisa,TUR056,Manisa,Turkey
1517,ZMB,Lusaka,ZMB105,Lusaka,Zambia
1521,PSE,Al Quds (Jerusalem),PSE002,Ramallah,Palestine
1522,UGA,Mityana,UGA079,Mityana,Uganda
1525,JOR,Karak,JOR007,Al Karak,Jordan
1526,SSD,Eastern Equatoria,SSD002,Torit,South Sudan
1529,KEN,Nakuru,KEN031,Nakuru,Kenya
1530,IRQ,Ninewa,IRQ015,Mosul,Iraq
1531,SAU,Makkah,SAU011,Mecca,Saudi Arabia
1537,ARE,Abu Dhabi,ARE001,Al Ain,United Arab Emirates
1544,CHN,Xinjiang Uygur Zizhiqu,CHN028,Karamay,China
1545,NPL,Madhesh,NPL007,Pokhariya,Nepal
1562,GTM,Quiché,GTM014,Santa Cruz del Quiché,Guatemala
1563,HND,Atlantida,HND001,La Ceiba,Honduras
1564,CAN,Alberta,CAN001,Edmonton,Canada
1568,CUB,Ciego de Ávila,CUB003,Ciego de Ávila,Cuba
1569,VEN,Zulia,VEN025,Cabimas,Venezuela
1571,DOM,Duarte,DOM006,San Francisco de Macorís,Dominican Republic
1574,ARG,Catamarca,ARG003,San Fernando del Valle de Catamarca,Argentina
1576,SEN,Kaolack,SEN018,Kaolack,Senegal
1577,GIN,Kankan,GIN004,Kouroussa,Guinea
1578,MAR,Casablanca-Settat,MAR002,El Jadida,Morocco
1580,MLI,Sikasso,MLI008,Sikasso,Mali
1584,BFA,Sahel,BFA012,Djibo,Burkina Faso
1585,FRA,Basse-Normandie,FRA005,Caen,France
1588,BEN,Atlantique,BEN003,Cotonou,Benin
1589,NGA,Ogun,NGA028,Abeokuta,Nigeria
1590,NLD,Noord-holland,NLD008,Amsterdam,Netherlands
1592,DEU,Saarland,DEU012,Saarbruecken,Germany
1594,CHE,Luzern,CHE012,Lucerne,Switzerland
1596,TUN,Gabes,TUN005,Gabes,Tunisia
1599,POL,Dolnoslaskie,POL001,Wrocław,Poland
1603,HUN,Hajdu-bihar,HUN009,Debrecen,Hungary
1607,UKR,Chernivets'ka,UKR003,Chernivtsi,Ukraine
1609,BLR,Gomel,BLR002,Homel,Belarus
1614,EGY,Kafr El-Shikh,EGY013,Dusuq,Egypt
1618,UGA,Gulu,UGA030,Gulu,Uganda
1619,SYR,Rif Dimashq,SYR013,Damascus,Syria
1623,MOZ,Inhambane,MOZ004,Maxixe,Mozambique
1627,SAU,Makkah,SAU011,Ash Sharai,Saudi Arabia
1634,KAZ,Akmolinskaya,KAZ001,Astana,Kazakhstan
1635,UZB,Bukhara,UZB002,Bukhara,Uzbekistan
1645,THA,Phuket,THA048,Phuket,Thailand
1646,IDN,Sumatera Utara,IDN002,Medan,Indonesia
1647,VNM,Thai Nguyen,VNM055,Thái Nguyên,Vietnam
1648,MYS,Selangor,MYS014,Kuala Lumpur,Malaysia
1650,PRK,Chagang-do,PRK001,Kanggye,North Korea
1652,CHN,Taiwan Sheng,TWN001,Chiayi,Taiwan
1659,HND,Olancho,HND015,Juticalpa,Honduras
1664,CUB,Camagüey,CUB002,Camagüey,Cuba
1667,DOM,Santo Domingo,DOM031,Santo Domingo,Dominican Republic
1668,CHL,Biobio,CHL006,Concepción,Chile
1672,GIN,Nzerekore,GIN008,Macenta,Guinea
1679,BFA,Centre-nord,BFA005,Kaya,Burkina Faso
1686,BEL,Region wallonne,BEL002,Namur,Belgium
1689,CHE,Zurich,CHE026,Zurich,Switzerland
1691,TUN,Nabeul,TUN015,Hammamet,Tunisia
1692,CMR,Ouest,CMR008,Bafoussam,Cameroon
1693,SWE,Stockholms Laen,SWE015,Stockholm,Sweden
1695,AGO,Benguela,AGO002,Lobito,Angola
1697,TCD,Logone Oriental,TCD012,Doba,Chad
1698,ROU,Olt,ROU031,Slatina,Romania
1704,RUS,Tverskaya Oblast,RUS078,Tver,Russia
1707,ZWE,Manicaland,ZWE003,Mutare,Zimbabwe
1711,UGA,Wakiso,UGA109,Kampala,Uganda
1717,KEN,Nairobi,KEN030,Nairobi,Kenya
1719,SAU,Makkah,SAU011,At Ta'if,Saudi Arabia
1741,KHM,Phnom Penh,KHM015,Phnom Penh,Cambodia
1743,KOR,Chungchongnam-do,KOR005,Cheonan-si,South Korea
1744,CHN,Taiwan Sheng,TWN001,Tainan,Taiwan
1747,AUS,Victoria,AUS010,Melbourne,Australia
1749,MEX,Sinaloa,MEX025,Los Mochis,México
1752,ECU,Los Rios,ECU012,Babahoyo,Ecuador
1753,CAN,Saskatchewan,CAN012,Regina,Canada
1754,PER,Ancash,PER002,Huaraz,Peru
1756,CUB,Granma,CUB005,Manzanillo,Cuba
1759,DOM,San Pedro de Macoris,DOM027,San Pedro de Macorís,Dominican Republic
1763,SEN,Diourbel,SEN011,Touba,Senegal
1768,MLI,Sikasso,MLI008,Koutiala,Mali
1772,DZA,Mostaganem,DZA030,Mostaganem,Algeria
1778,BEL,Region wallonne,BEL002,Liège,Belgium
1779,DEU,Nordrhein-Westfalen,DEU010,Dortmund,Germany
1782,ITA,Lombardia,ITA009,Bergamo,Italy
1783,TUN,Sousse,TUN019,Sousse,Tunisia
1790,ROU,Argeş,ROU003,Pitești,Romania
1792,UKR,Khmel'nyts'ka,UKR010,Khmelnytskyi,Ukraine
1796,ZMB,Copperbelt,ZMB102,Kitwe,Zambia
1799,SYR,Aleppo,SYR002,Aleppo,Syria
1804,MOZ,Inhambane,MOZ004,Inhambane,Mozambique
1808,SAU,Ḥā'il,SAU009,Ha'il,Saudi Arabia
1812,SOM,Bay,SOM005,Baidoa,Somalia
1814,ARE,Fujairah,ARE004,Fujairah,United Arab Emirates
1816,KAZ,Karagandinskaya,KAZ007,Karaganda,Kazakhstan
1818,TJK,Khatlon Province,TJK004,Bokhtar,Tajikistan
1822,NPL,Bagmati,NPL006,Kathmandu,Nepal
1823,LKA,Eastern,LKA009,Trincomalee,Sri Lanka
1826,THA,Ratchaburi,THA051,Ratchaburi,Thailand
1838,GTM,Escuintla,GTM006,Escuintla,Guatemala
1841,CAN,Saskatchewan,CAN012,Saskatoon,Canada
1847,DOM,La Romana,DOM013,La Romana,Dominican Republic
1853,MAR,Marrakech-Safi,MAR008,Marrakesh,Morocco
1856,MLI,Ségou,MLI007,San,Mali
1859,BFA,Centre-est,BFA004,Tenkodogo,Burkina Faso
1870,ITA,Sardegna,ITA014,Cagliari,Italy
1874,POL,Kujawsko-Pomorskie,POL002,Bydgoszcz,Poland
1875,AGO,Bengo,AGO001,Caxito,Angola
1876,COD,Kinshasa,COD007,Kinshasa,Democratic Republic of the Congo
1878,ROU,Braşov,ROU009,Brasov,Romania
1879,UKR,Zhytomyrs'ka,UKR025,Zhytomyr,Ukraine
1883,RUS,Vologodskaya Oblast,RUS086,Cherepovets,Russia
1892,MOZ,Sofala,MOZ009,Beira,Mozambique
1900,SOM,Woqooyi Galbeed,SOM018,Hargeisa,Somalia
1902,UZB,Navoiy,UZB009,Navoiy,Uzbekistan
1910,LKA,Uva,LKA007,Badulla,Sri Lanka
1911,BGD,Rangpur,BGD007,Gangachara,Bangladesh
1913,THA,Suphanburi,THA065,Suphan Buri,Thailand
1919,CHN,Taiwan Sheng,TWN001,Kaohsiung,Taiwan
1922,AUS,Australian Capital Territory,AUS002,North Canberra [Canberra],Australia
1924,MEX,Sonora,MEX026,Hermosillo,México
1925,GTM,Chimaltenango,GTM003,Chimaltenango,Guatemala
1927,PER,San Martín,PER022,Moyobamba,Peru
1930,CUB,Las Tunas,CUB009,Las Tunas,Cuba
1933,DOM,La Altagracia,DOM012,Salvaleón de Higüey,Dominican Republic
1935,ARG,Santiago Del Estero,ARG022,Santiago del Estero,Argentina
1938,GIN,Kankan,GIN004,Kankan,Guinea
1943,GBR,Wales,GBR005,Cardiff,United Kingdom
1945,BFA,Centre-est,BFA004,Koupéla,Burkina Faso
1946,DZA,Mascara,DZA027,Mascara,Algeria
1947,FRA,Poitou-Charentes,FRA021,Poitiers,France
1949,BEN,Oueme,BEN010,Porto-Novo,Benin
1950,NGA,Oyo,NGA031,Saki,Nigeria
1951,NLD,Utrecht,NLD010,Utrecht,Netherlands
1954,CHE,Sankt Gallen,CHE016,St. Gallen,Switzerland
1958,SWE,Vaesterbottens Laen,SWE018,Umeå,Sweden
1960,AGO,Cuanza Sul,AGO007,Sumbe,Angola
1969,ZMB,Central,ZMB101,Kabwe,Zambia
1971,ISR,Central District,ISR001,Modiin-Maccabim-Reut,Israel
1973,TZA,Tabora,TZA029,Tabora,Tanzania
1975,SSD,Eastern Equatoria,SSD002,Riwoto,South Sudan
1985,MDG,Antananarivo,MDG029,Antananarivo,Madagascar
1999,VNM,Hanoi,VNM027,Hanoi,Vietnam
2003,CHN,Taiwan Sheng,TWN001,Pingtung City,Taiwan
2005,PHL,Region III (Central Luzon),PHL003,Angeles,Philippines
2007,USA,California,USA005,Los Angeles,United States
2008,MEX,Sonora,MEX026,Ciudad Obregón,México
2009,GTM,Sacatepéquez,GTM016,Antigua Guatemala,Guatemala
2013,CAN,Manitoba,CAN003,Winnipeg,Canada
2015,VEN,Barinas,VEN005,Barinas,Venezuela
2018,ARG,San Luis,ARG019,San Luis,Argentina
2024,ESP,Andalucía,ESP002,Seville,Spain
2028,BFA,Sahel,BFA012,Dori,Burkina Faso
2029,DZA,Saida,DZA036,Saida,Algeria
2031,BEN,Borgou,BEN004,Parakou,Benin
2032,NGA,Ogun,NGA028,Magboro,Nigeria
2034,DEU,Nordrhein-Westfalen,DEU010,Münster,Germany
2043,ROU,Dâmboviţa,ROU017,Târgoviște,Romania
2044,UKR,Vinnyts'ka,UKR021,Vinnytsia,Ukraine
2045,ZAF,Eastern Cape,ZAF001,Gqeberha,South Africa
2047,SDN,Southern Darfur,SDN012,Nyala,Sudan
2048,RUS,Bryanskaya Oblast,RUS010,Фосфоритный,Russia
2052,SYR,Hama,SYR008,Hama,Syria
2053,TZA,Mwanza,TZA021,Mwanza,Tanzania
2057,ETH,Oromia,ETH008,Naqamte,Ethiopia
2062,AZE,Baku,AZE009,Sumgayit,Azerbaijan
2077,THA,Nakhon Pathom,THA026,Nakhon Pathom,Thailand
2079,VNM,Hanoi,VNM027,Đông Anh,Vietnam
2080,MYS,Negeri Sembilan,MYS007,Seremban,Malaysia
2082,KOR,Chungchongbuk-do,KOR004,Cheongju-si,South Korea
2083,CHN,Taiwan Sheng,TWN001,Yilan City,Taiwan
2089,GTM,Guatemala,GTM007,Guatemala City,Guatemala
2090,ECU,Santo Domingo de los Tsachilas,ECU023,Santo Domingo de los Tsachilas,Ecuador
2095,HTI,Nord,HTI005,Cap-Haitien,Haiti
2102,MAR,Casablanca-Settat,MAR002,Casablanca,Morocco
2103,CIV,Sassandra-Marahoué,CIV032,Bouaflé,Côte d'Ivoire
2107,GHA,Central,GHA003,Cape Coast,Ghana
2108,BFA,Est,BFA008,Fada N'Gourma,Burkina Faso
2110,FRA,Haute-Normandie,FRA012,Rouen,France
2115,NER,Maradi,NER004,Maradi,Niger
2117,TUN,Sfax,TUN016,Sfax,Tunisia
2118,CMR,Sud,CMR009,Ebolowa,Cameroon
2122,TCD,Batha,TCD002,Ati,Chad
2123,ROU,Neamţ,ROU030,Piatra Neamț,Romania
2124,ZAF,Northern Cape,ZAF008,Kimberley,South Africa
2125,UKR,Kyyivs'ka,UKR012,Kyiv,Ukraine
2126,TUR,Balikesir,TUR012,Balıkesir,Turkey
2130,ZMB,Copperbelt,ZMB102,Ndola,Zambia
2134,UGA,Jinja,UGA035,Jinja,Uganda
2138,KEN,Nyeri,KEN036,Nyeri,Kenya
2141,SAU,Al Qaṣīm,SAU006,Buraydah,Saudi Arabia
2147,KAZ,Pavlodarskaya,KAZ011,Pavlodar,Kazakhstan
2155,BGD,Rajshahi,BGD006,Rajshahi,Bangladesh
2156,MMR,Magway,MMR007,Magway,Myanmar
2157,THA,Phetchaburi,THA043,Phetchaburi,Thailand
2160,MYS,Kelantan,MYS003,Kota Bharu,Malaysia
2170,ECU,Loja,ECU011,City of Loja,Ecuador
2171,PER,Lima,PER015,Lima,Peru
2174,HTI,Centre,HTI002,Hinche,Haiti
2180,SEN,Kolda,SEN020,Kolda,Senegal
2181,GIN,Kankan,GIN004,Siguiri,Guinea
2183,CIV,Savanes,CIV033,Korhogo,Côte d'Ivoire
2186,GBR,Scotland,GBR004,Edinburgh,United Kingdom
2189,FRA,Limousin,FRA015,Limoges,France
2191,NGA,Lagos,NGA025,Ikorodu,Nigeria
2198,POL,Pomorskie,POL011,Gdansk,Poland
2200,COD,Kwilu,COD022,Bandundu,Democratic Republic of the Congo
2201,TCD,Moyen-Chari,TCD016,Sarh,Chad
2202,ROU,Botoşani,ROU007,Botoșani,Romania
2210,ISR,Northern,ISR004,Nazareth,Israel
2211,SYR,Ḥimṣ,SYR009,Homs,Syria
2213,UGA,Iganga,UGA033,Iganga,Uganda
2214,SSD,Eastern Equatoria,SSD002,Kapoeta,South Sudan
2221,AZE,Baku,AZE009,Baku,Azerbaijan
2224,MDG,Toamasina,MDG033,Antsiramandroso,Madagascar
2230,IND,Gujarat,IND012,Gandhidham,India
2232,NPL,Koshi,NPL003,Inaruwa,Nepal
2239,MYS,Melaka,MYS006,Malacca City,Malaysia
2241,KOR,Taejon,KOR015,Daejeon,South Korea
2242,CHN,Taiwan Sheng,TWN001,Hualien,Taiwan
2246,USA,California,USA005,Concord,United States
2249,ECU,Azuay,ECU001,Cuenca,Ecuador
2251,COL,Risaralda,COL027,Pereira,Colombia
2252,CUB,Holguín,CUB007,Holguín,Cuba
2255,CAN,Ontario,CAN009,London,Canada
2258,BRA,Mato Grosso,BRA011,Cuiabá,Brazil
2263,ESP,Principado de Asturias,ESP019,Oviedo / Uviéu,Spain
2266,MLI,Gao,MLI002,Gao,Mali
2268,FRA,Midi-Pyrenees,FRA017,Toulouse,France
2270,NGA,Oyo,NGA031,Iseyin,Nigeria
2276,CMR,Centre,CMR002,Yaoundé,Cameroon
2278,AGO,Zaire,AGO018,M'banza Congo,Angola
2280,TCD,Guéra,TCD007,Mongo,Chad
2281,ROU,Prahova,ROU032,Ploiești,Romania
2286,RUS,Kaluzhskaya Oblast,RUS025,Kaluga,Russia
2289,ISR,Jerusalem,ISR003,Jerusalem,Israel
2290,SYR,Dar`ā,SYR006,Daraa,Syria
2299,SAU,`Asīr,SAU001,Abha,Saudi Arabia
2304,UZB,Kashkadarya,UZB006,Qarshi,Uzbekistan
2306,KAZ,Yujno-kazachstanskaya,KAZ014,Shymkent,Kazakhstan
2310,CHN,Xinjiang Uygur Zizhiqu,CHN028,Shihezi,China
2311,NPL,Koshi,NPL003,Biratnagar,Nepal
2314,MMR,Kachin,MMR004,Myitkyina,Myanmar
2315,THA,Samut Prakarn,THA056,Bangkok,Thailand
2319,PRK,P'yongan-namdo,PRK009,Chongnam,North Korea
2321,CHN,Taiwan Sheng,TWN001,Taitung,Taiwan
2323,PHL,Region III (Central Luzon),PHL003,Manila,Philippines
2327,GTM,Alta Verapaz,GTM001,Cobán,Guatemala
2328,ECU,Chimborazo,ECU006,Riobamba,Ecuador
2332,VEN,Portuguesa,VEN019,Guanare,Venezuela
2334,CHL,Metropolitana,CHL013,Santiago,Chile
2335,ARG,Cordoba,ARG006,Cordoba,Argentina
2338,GIN,Nzerekore,GIN008,Nzérékoré,Guinea
2359,ROU,Bucureşti,ROU010,Bucharest,Romania
2360,UKR,Chernihivs'ka,UKR002,Chernihiv,Ukraine
2362,ZAF,North West,ZAF007,Seweding,South Africa
2365,EGY,Gharbia,EGY010,Kafr Al-Zaiyat,Egypt
2366,ZMB,Luapula,ZMB104,Mansa,Zambia
2369,TZA,Mbeya,TZA017,Mbeya,Tanzania
2371,UGA,Busia,UGA023,Busia,Uganda
